,Adipose Fin,Anal Fin,Body,Caudal Fin,Dorsal Fin,Eye,Head,Pectoral Fin,Pelvic Fin,ground_truth,left_image_key
392,"[-0.3018129729873227, 1.1149283925055595, -0.3159164005061004]","[-0.1416486808854852, 1.130754846012067, -0.33074905219863177]","[-0.13351906481976655, 1.0004972081084746, -0.1056691365545762]","[-0.24840231142800417, 0.981041168914688, -0.4210895363641307]","[-0.2625254134264775, 1.133365729531958, -0.0853448768139254]","[-0.09733086409175666, 1.0949819815329225, 0.19513651803450172]","[-0.08794881390747228, 1.0836850342106126, 0.17066525151320586]",,"[-0.026773126915990455, 1.150532883964256, -0.1630890187523487]",4480,cjn1iz2o3usfb0710r1p0nsjb
393,"[0.06633042833493223, 1.1460992952727036, 0.2505561400360831]","[0.17980805663433128, 1.0843173970079254, 0.20928651786393854]","[0.05076421462296358, 1.0203265993630335, 0.05443933059908313]","[0.13124207482967365, 0.9862417033075173, 0.30538344325391276]","[-0.04141203679250825, 1.103086114275474, 0.07674190134647306]","[-0.08832519444907912, 0.9729421627107732, -0.1357170212999688]","[-0.07213050493301189, 1.0061359423260383, -0.13437601919434553]","[0.02142177346410667, 0.95086070403451, -0.08055187797592855]","[0.17422546590897747, 1.1479181990567728, 0.07383826641046633]",3164,cjn1iai8sufgx07102vklvuo0
394,"[-0.26933948052814166, 0.9636457107643189, -0.4750364231843083]","[-0.19025391940625722, 1.0430751115566284, -0.5440266872412658]","[-0.14142846752498422, 1.1527891936693422, -0.4224207865863428]","[-0.3205525447329579, 1.0777577659847428, -0.6587658719310375]","[-0.21384298159742746, 1.2026970799283925, -0.3768830073262492]","[0.0026669883580139847, 1.289095498506504, -0.1872574383884071]","[0.01018705087714781, 1.2709849674710179, -0.20949169584075722]","[0.04143950940656545, 1.3193496633627693, -0.29778110754890125]","[-0.06665479113616342, 1.1446363963516655, -0.4829843779475925]",2121,cjn1hbcyoty9307106ee6hb62
395,,,"[-0.11837289603695936, 1.1593010663467271, -0.21113714936601483]","[-0.45607076944655295, 1.3435600067929099, -0.2978061240687254]","[-0.22096109461468008, 1.1082072349722192, -0.20368849947016499]","[0.010838814671328864, 0.9641222170582923, -0.05582056652733148]","[0.026407912264639975, 1.117968717295357, -0.06188673254513232]","[0.04317355166987634, 1.00358801213104, -0.16310391980118924]","[-0.08129446320024733, 1.1531009137633672, -0.2865800099529835]",3164,cjn1j15o09eyv07338guuj0r4
396,"[-0.2306265845356844, 0.9570154981474417, 0.1642973229743052]","[-0.12233804241459238, 0.9552615430789884, 0.15712276527480074]","[-0.11833429988012209, 1.0645098247376301, 0.05368204930665971]","[-0.20597946110096826, 0.8437535601254111, 0.2161016444724452]","[-0.20932454762688762, 1.1617455656099156, 0.05722491452905331]","[-0.0954224201149969, 1.247870738827123, -0.16414265475216114]","[-0.0811824839327, 1.2495292698715121, -0.14448484068544978]","[-0.026023395417375476, 1.2159948460157914, -0.0785787183372309]","[-0.02526769979592551, 1.08185120065044, 0.07491213506056252]",2773,cjn1iyriyus9s0710yuw16xsw
397,"[-0.016634717987733392, 0.9345111551132764, 0.006005855455124335]","[0.08997821159199236, 0.94846811357664, -0.00894127514848608]","[0.015337789915714287, 0.9721279050173791, -0.14627457128228258]","[0.046716345835789375, 0.8652709192536554, 0.07492298654158512]","[-0.0777210086614647, 1.008710036701358, -0.13108814528387253]","[-0.03048189760045492, 0.9916457162216521, -0.36368974330403114]","[-0.015506941277314976, 0.9804473701413873, -0.3437419146317279]","[0.0715516296794878, 0.9920335779363296, -0.302633691557885]","[0.1180528864133733, 0.9938117368415178, -0.11932821183075028]",2121,cjn1hi9m98oli0733t4nx39tv
398,"[-0.03128470016843272, 0.913711891383124, -0.3122010971038605]","[0.09645735060509526, 0.8620781365182619, -0.30403320336739176]","[0.058858789898745434, 0.9292046000250183, -0.15954097854589586]","[0.015327336227388098, 0.7938174701877209, -0.41146386543786356]","[-0.024482797451887247, 0.9836369809321516, -0.13091109489334601]","[0.027263501218818455, 1.0943861803897672, 0.09508134268970843]","[0.04419028828573764, 1.0841724077085813, 0.08067068132804038]","[0.12397374454503345, 1.0033780227573048, 0.044248260843634965]","[0.1736590892019361, 0.9372153222389609, -0.16084393910748124]",3164,cjn1ictoa92hv0733i0v2ly7p
399,"[-0.30011180517586644, 0.6921018729035715, -0.2757959480026462]","[-0.15489428143011327, 0.6807049335511538, -0.2889124848356985]","[-0.15065436068020532, 0.6081985977818679, -0.0688594380407724]","[-0.3141232177225688, 0.7156208808431197, -0.4394485331124329]","[-0.3036179782386671, 0.7792550035868098, -0.04956643739325022]","[-0.11141508324229256, 0.5613132460741523, 0.19708360635787933]","[-0.0934480050881413, 0.5900963386849352, 0.1838108928307059]","[-0.0814776129670963, 0.6195542668540293, 0.08605166701016817]","[-0.0708651800468267, 0.6738456091178816, -0.12518127358793638]",5981,cjn1jabfouxys0710951yrgbj
400,,"[-0.05112816584650961, 0.8919141605624274, -0.17128799656146565]","[0.003062318557775537, 1.0158475896329477, -0.06400461774200306]","[-0.20313548097877676, 0.7903896271641632, -0.25485258171852654]","[-0.0447641516126684, 0.6610539794566066, -0.01586752018045347]","[0.1500643054652821, 1.0892531253978153, 0.1522245907239543]","[0.220172674016264, 1.354829813494126, 0.1783996687646941]","[0.5185721965246249, 2.984200998899716, 0.29258670677438264]","[0.10223077409200468, 0.9716890922755468, -0.09606837036738634]",3949,cjn1gwkabtr190710pknmlgej
401,"[0.2317830768462456, 1.06522007594851, -0.423570039896286]","[0.3311128327116521, 0.9305483697733358, -0.3604249080948453]","[0.21440312610057247, 0.9418388054092719, -0.2241715424002299]","[0.3018758418066763, 0.9409104445652197, -0.47218013839986145]","[0.13742111222675246, 1.0014262326798251, -0.24646303315403448]","[0.07214171341232085, 0.913019010345248, -0.005098898181624649]","[0.10216546964672381, 0.9143071494179676, -0.015688966288776512]","[0.20555259862117112, 0.9529183980205597, -0.08608090350274991]","[0.33006218495483464, 0.9690523435438766, -0.25047223535970575]",1957,cjn1gqgiatokd071012i6dbqz
402,,"[-0.23588937639742857, 1.2773427333530813, -0.38003927648556474]","[-0.1420476258826348, 1.4272239518122198, -0.24688393833399935]","[-0.40174337036657043, 1.4075017986946097, -0.5115337511073242]","[-0.21679993737350436, 1.4378406523705696, -0.19015428524135775]",,"[0.07548539228550176, 1.4423115427675381, -0.03937560641183205]","[0.0948419283704831, 1.4325472566434942, -0.12814072319497968]","[-0.07378073075492701, 1.2773592658438853, -0.2950178404861322]",2121,cjn1hlzdcu3g00710swsv6otr
403,,"[-0.2474135770416702, 1.0959834486374043, -0.2939572475952053]","[-0.1877904619925896, 1.0381047224771567, -0.14946783194409125]","[-0.30783034711000773, 0.995158036796533, -0.3609163370449544]","[-0.280099310158099, 1.1282805025308658, -0.12579515037984962]",,"[-0.07348605004388303, 1.1432855433091054, 0.025976430833731308]","[-0.06434279621093339, 1.1420228037069593, -0.039045457231988046]","[-0.1386277789522054, 1.09441454077949, -0.19915749527874702]",2121,cjn1hh3snu1m207100svgytns
404,,"[-0.17385477883611208, 1.074205966716671, -0.486548483332791]","[-0.2424772739515261, 1.0698897263627547, -0.32998155941643165]","[-0.19799255191344692, 1.022912191336614, -0.5247955106971408]",,"[-0.3023645462509896, 1.1138315278078796, -0.11990085659106421]","[-0.2838608010563594, 1.1534348827588665, -0.13335533056935864]","[-0.17670283345612373, 0.9120258717322138, -0.18857576670997]","[-0.1435868697636212, 1.1614608035044447, -0.3989118769958784]",2121,cjn1he4b4u00q0710h1z5oaqs
405,"[0.12327055933524951, 0.8817416376442415, -0.42460766421897195]","[0.23719892940636017, 0.9498790930668057, -0.40171460438822404]","[0.1004777043260729, 0.9475009851944048, -0.2880847385523065]","[0.2215580326934161, 0.8101047246842816, -0.4930009163451884]","[0.006392597273400965, 0.9923372670727789, -0.27876961159083674]",,"[-0.0548854717962385, 1.142777151279902, -0.09408231492214794]","[0.04937633608602924, 1.1689041451843343, -0.13439092390622767]","[0.18491376888651162, 1.041705684410375, -0.2775141209549506]",1957,cjn1gw13atqt60710zbzbo17k
406,"[-0.02786494046424344, 0.9708254245407403, 0.21160631103536737]","[0.07251872711674263, 0.9608269632639727, 0.1681001501918026]","[-0.03861170267248162, 1.0318590474436657, 0.05225481781089557]","[0.08924552497264739, 0.9083091694397, 0.2751965566309502]","[-0.13261724339006714, 1.058484681585593, 0.06104820601805537]","[-0.14172307685287228, 1.1082754191036366, -0.19267724821042803]","[-0.12229853128432855, 1.0298371815185963, -0.17270627354784843]","[-0.0395422226375391, 1.0910788225292187, -0.11449211440272365]","[0.05814522109715231, 1.0890013606326177, 0.056134006537642354]",2773,cjn1isiz2uosx0710v4dd4zkn
407,"[0.15050049636578713, 0.8472193626082137, 0.045361809005264535]","[0.277683662085434, 0.7994355072557199, 0.032111361179124]","[0.13492133267150003, 0.6061716953175421, -0.11706118594346038]","[0.24983310964055525, 0.8723924586881567, 0.07116054049585857]","[0.06033044731418053, 0.6956096235811917, -0.07347602746144923]","[0.03190464326581263, 0.473903386022878, -0.22840215006248368]","[0.04490430359348519, 0.46410073596352364, -0.22739949178778987]","[0.15043264655406538, 0.5143994547975731, -0.18589636205845564]","[0.2869730438285498, 0.7062340978025228, -0.08748975824708871]",3164,cjn1hyg5gu9er07107plao6h4
408,"[-0.11612617823113841, 0.9237571822928916, -0.2699126699475658]","[0.010816106085634797, 0.969488032944403, -0.2554927483405294]","[-0.09679306143794407, 0.9898441257261792, -0.07965240267902998]","[-0.04447212614819428, 0.9422266295125716, -0.4012396687082044]","[-0.18763028850146957, 0.967449472167225, -0.08923539174713035]","[-0.17912626725743877, 0.9629229048521206, 0.17321164171919368]","[-0.1577158738837101, 0.9654342738568216, 0.1607468294040862]","[-0.07221128710784798, 0.9336359924610113, 0.12320646933765014]","[0.023813835103766383, 0.9999995690897759, -0.0869246451874836]",3164,cjn1hwq6b8umx07331gir2c0s
409,"[-0.23857946797128501, 0.8777541166562456, -0.3454968829788433]","[-0.062163835304001956, 0.8411100226613156, -0.32227032198618083]","[-0.11035011856904751, 0.760624166116307, -0.09113920885664879]","[-0.15383189895136196, 0.7461556424444862, -0.4465778421992493]","[-0.24509276241800276, 0.8941906743075736, -0.0922348982840214]","[-0.11924828171252194, 0.7433607674803698, 0.20822240362816205]","[-0.09499911443803219, 0.7605998099350835, 0.19030318556274908]","[-0.05947728010820186, 0.7678873201484484, 0.08230260332369467]","[0.005045128955630738, 0.9601420970546162, -0.14411704031734007]",5981,cjn1jh7d99nue0733i6oetk3p
410,"[0.13721851646371203, 0.8607434085910932, 0.10156367612181877]","[0.27216272644932493, 0.8722675271902057, 0.10826090184639815]","[0.1951680732962672, 0.7327666810241567, -0.07799851980759351]","[0.18173778419413766, 0.9311311735401719, 0.18817245709239644]","[0.11451946043246296, 0.7996304643461021, -0.04968707846005909]","[0.15099236582567468, 0.59025733078815, -0.24592363740693046]","[0.1581801749276547, 0.5911762108945767, -0.24083075050630107]","[0.24744541470174644, 0.6457312302646554, -0.189817976306445]","[0.33436638733653784, 0.8044633760790241, -0.03786662494070229]",3164,cjn1i7ccn8zdl07331avydxjw
411,"[-0.012023888858334917, 1.1845086605416495, -0.42708041815725417]","[0.15473956906110284, 1.251880424770734, -0.47388084422178994]","[0.16969375274289564, 1.3894269285154996, -0.2715839509919575]","[-0.03169121539430104, 1.1113502898461012, -0.5610878338996629]","[0.04896613082192424, 1.353079254134401, -0.22180716269081974]","[0.23597157804028518, 1.3506617978664717, 0.07505825461703841]","[0.2814601170775233, 1.5661112474728767, 0.08152997578325503]","[0.32590249459260096, 1.3488946632285945, -0.04475688334662585]","[0.29701294626755664, 1.3700252890514104, -0.3252477434523016]",3949,cjn1gwri9tr7f0710ldi94hfv
412,"[-0.35457301239131067, 1.2247390570936083, 0.10697800142624207]","[-0.27429571890810517, 1.3471925570308376, 0.07666361593357778]","[-0.39040767804346715, 1.2509032582670676, -0.08764384324679723]","[-0.2375702921584211, 1.325405657306089, 0.18604436947216885]","[-0.5948986307668881, 1.5625159107914826, -0.06737458711034446]","[-0.5240103663566615, 1.2024233448427268, -0.3114017970004194]","[-0.4918150015933532, 1.1768625097063734, -0.2979321506951991]","[-0.39608880430541366, 1.201609498019387, -0.23419691800883485]","[-0.32468837338382356, 1.3838186951403626, -0.08195136866917141]",2773,cjn1ilxd596vw0733axrdj1zx
413,"[-0.004738044827570039, 1.2848396824234543, -0.4075647187498918]","[0.05790178091937475, 0.6615845034002988, -0.24640188829214169]","[0.12306098960580554, 1.0721244874927054, -0.2764610859565902]","[-0.01208113609808688, 0.928228299416757, -0.42804819061551647]","[0.0652083902884843, 1.0663500730023294, -0.2368552980905132]",,"[0.27728667649262567, 1.2796950155096742, -0.14124719527369095]","[0.29752968818021425, 1.167695784598047, -0.18200110741131253]","[0.42004858379024007, 2.28378767724099, -0.6872801445728726]",2121,cjn1icmojugxq0710awcu8zf7
414,"[-0.038991002711541545, 1.23574981905189, 0.06903327273143758]","[0.05602282098804518, 1.2495935514622232, 0.010875726543365681]","[-0.1241334594149909, 1.2282573781053825, -0.10852661578658884]","[0.10285311424822195, 1.1954743819213676, 0.12084786959557928]","[-0.2111493935839025, 1.2851764558804688, -0.06966872238359065]","[-0.3111822903442986, 1.1792776702550292, -0.3143067233994702]","[-0.29315396034875946, 1.1998563009677436, -0.3087388061663022]","[-0.1806275003214128, 1.2323869642312595, -0.2653705107056174]","[-0.01780540096664779, 1.2872897844870035, -0.12612761631675826]",2773,cjn1jfk33v13j071033mqr88z
415,"[-0.08368185344839967, 0.8408448168602236, -0.2522648138239846]","[0.08352513821416468, 0.8037960788056573, -0.24708264641722041]","[0.010504271364880816, 0.5345979981941942, -0.03329858982201693]","[-0.013390519437675377, 0.8178909209064563, -0.3558279350825048]","[-0.11810516261600071, 0.6929775066656307, -0.03707818988117315]",,"[0.0060821005468961525, 0.5235902743307144, 0.15100424574997381]","[0.06368859430034396, 0.49107951232141406, 0.014238272525047346]","[0.14827330317382026, 0.686838877536312, -0.10267377949252315]",5981,cjn1j3eniuuhn0710wz0omeg7
416,"[-0.29589653182834363, 1.0753628706423082, 0.16051166966051164]","[-0.17315075838399252, 1.051048207865683, 0.13604810856219196]","[-0.2375026430276027, 1.0279126164486732, -0.013614520915391856]","[-0.21002887802299186, 0.9494805727573403, 0.22031512162784037]","[-0.36117796143967207, 1.1658729038896198, -0.004374604754842499]","[-0.32326008193753064, 1.117149689206804, -0.27110176168892125]","[-0.29389735641489334, 1.0705312400948612, -0.2326500837870529]","[-0.22455359289423454, 1.1372652852004592, -0.18569640662900544]","[-0.16140900992341128, 1.1722978139266313, -0.008524322660677734]",2773,cjn1jo7dr9rq907331ert57gw
417,,"[-0.1748225813825155, 0.9218128787624129, 0.04167804509221926]","[-0.26612496485861437, 0.8779465240074871, -0.14160248343424414]","[-0.2363151698923484, 0.855715860408629, 0.17265688973883167]","[-0.36673909252998405, 0.9329317729517769, -0.12035268889306734]","[-0.36179520125152104, 0.7882484423226945, -0.36565187639321417]","[-0.346674525822809, 0.7957269838785601, -0.3551538059639942]","[-0.2655481059589458, 0.86960766901506, -0.31144897322689996]","[-0.14322661414215718, 0.8830703923850305, -0.12202830960820411]",3164,cjn1j3ou7uuna0710bfx00dba
418,"[-0.1798561448858589, 0.8919589221615722, -0.3569339092415183]","[-0.03794120238546938, 0.8791060660832254, -0.3298609656412267]","[-0.11230139086772825, 0.9140846284345803, -0.18157846506233316]","[-0.12035729937140685, 0.7196291792192554, -0.42262658624449634]","[-0.22588540218662953, 1.0036548456228604, -0.1754120093308329]","[-0.17043603816368272, 1.0093141191674453, 0.09585142358041668]","[-0.1507479415533982, 0.9916064879256395, 0.07496491827161907]","[-0.0889335633077135, 1.0451220956944258, 0.02217444060015436]","[-0.009213205139021349, 0.9565793464307705, -0.18973712238828647]",3949,cjn1h3s2stu6607108t9efujd
419,"[0.06976197726421003, 0.9077181124174147, -0.4621698284617112]","[0.16998215288278007, 0.904847949513717, -0.4938590950109592]","[0.22606286546928922, 0.9488235133436814, -0.35914604459609983]","[0.08334437816840955, 0.8856757438857018, -0.5180677622982398]","[0.12553016215204046, 0.9553958744758189, -0.34687294960520315]","[0.2898976994551138, 0.9453480683722746, -0.14304016746679105]","[0.31194362502603473, 0.9695254456404754, -0.1646427173543259]","[0.3455624041860286, 0.9490643353034244, -0.2599092509931419]","[0.25582277398968484, 0.8718346651350268, -0.4183717246563921]",2121,cjn1hg1zzu17l0710ol2m3fm3
420,,"[-0.4250717432853486, 1.1986736854567133, -0.07354458099234558]","[-0.4240882296683351, 1.1770234067245697, 0.11702230493874613]","[-0.5821968318766536, 1.2267461526417718, -0.2013832609617447]","[-0.48681623088941783, 1.1116313281843644, 0.14119248587557093]","[-0.349464000410925, 1.021836590307257, 0.3407439948420563]","[-0.3232094400821258, 1.0101136082835054, 0.325628585507263]","[-0.27044385193298337, 1.0514833095534202, 0.2702775145321425]","[-0.3178873372623045, 1.1995833484710081, 0.0677121995934256]",3949,cjn1he3d1tzzy071048eun3dw
