,Adipose Fin,Anal Fin,Caudal Fin,Dorsal Fin,Head,Pectoral Fin,Pelvic Fin,ground_truth,left_image_key
7129,"[0.38597652386524645, -0.717815380970646, -0.39157043173720874]",,,"[0.26209604664742114, -0.787653728451933, -0.2449178657374754]","[0.03667655393278267, -0.8519280271967064, -0.07990352279312299]","[-0.006346349244020948, -0.7914058836780504, -0.1583181689035721]","[0.11600246016955874, -0.7059699296445282, -0.3303255065686124]",2920,7592
7130,,,"[0.5824500886231491, -1.1870033554734873, -0.06991979468721958]",,"[0.4076039950343557, -1.0974346203418237, -0.1434419499237689]",,,3949,3349
7131,,"[-0.09587507499481798, -0.641640103111485, -0.3811029814857746]",,"[0.03945843360515488, -0.663191343857265, -0.20235626464098544]","[0.09844222576398265, -0.7439360416622361, 0.14066283072200308]","[-0.07152829607305934, -0.6818541586686349, 0.07309471238724768]",,5395,6694
7132,,"[0.4986009091559284, 3.21037904263972, -1.6222640937800286]",,,"[-0.052044725377208736, -0.6284159569992623, -0.1312109711726741]","[-0.12183477359081196, -0.6125577870598079, -0.05254898389856971]",,3514,10263
7133,"[0.30395125010009405, -0.644325816855127, -0.021910195014732625]","[0.1854050946339797, -0.6548468366504471, -0.053000319289948306]","[0.2994497979517827, -0.6253599564616485, -0.15650717034840317]",,,,"[0.04215508835771767, -0.6407676640982244, 0.07721829921135426]",3164,1962
7134,,"[0.03319741333783515, 2.220176814146817, -1.012209306781014]",,,"[0.05178016840927325, -0.5987992411299998, -0.20135003087157324]","[-0.036775790074811174, -0.6072628050901833, -0.10168303309846578]",,4592,5413
7135,,,,"[-0.15804457582004416, -0.7036589981841405, 0.11799305252067062]","[-0.22942621554467824, -0.6170543087758634, -0.1455851363689507]","[-0.33952095963653345, -0.6594933300808389, -0.06341499301928437]",,4606,9502
7136,,"[-0.10704078929813465, -0.5849824992302837, -0.22246973183102095]","[0.003842444886781322, -0.5813671723030596, -0.33568864916156754]","[0.032846170902875185, -0.6475819746668009, -0.04457670715888725]","[-0.04675009304319179, -0.664490212674047, 0.23502747227993825]","[-0.1402330056151948, -0.6408825019753128, 0.14565333689404172]","[-0.1783552800886453, -0.6045763477466295, -0.07630650566757913]",3263,13017
7137,,,"[2.3820173842561787, -4.681811911670338, 2.8289278800899136]",,"[-0.11783292529421252, -0.5462793343244708, -0.1943322516195474]",,"[-0.06456480062215667, -0.5708786721484475, 0.1336386991482304]",3771,12766
7138,,"[0.15824036910463432, -0.7966647018032502, 0.26929278021140846]","[0.4281825317879152, -1.1369298953056848, 0.57579664205699]","[0.1950486077008151, -0.699536870706877, 0.028636811651860185]","[0.11969743258001872, -0.7079469256088252, -0.20684914342945632]","[0.01050021475132053, -0.6973980529562521, -0.1526778081760093]","[0.034217014864301336, -0.7735954935597598, 0.12057675643911125]",3148,9234
7139,,,"[0.060120240517543444, -0.6566825768279411, 0.19999658294452066]","[-0.020383718864058268, -0.46281029438799404, 0.034369169145457644]","[-0.14228888843149287, -0.36932318040607226, -0.17737656398620494]","[-0.20290416764465127, -0.3604347678858812, -0.10854799100631173]","[-0.2206469775550561, -0.4816843586343534, 0.0916573539674349]",3164,1993
7140,,,"[-0.1365961067272324, -0.37259746613141037, 0.019884723280406885]",,,,"[-0.20159945932694331, -0.3643915019088827, -0.024276416044817735]",2997,4146
7141,,,"[0.32447569614439076, -0.9649284224540138, 0.4734061623359045]","[0.07773259516056477, -0.5337636523728555, -0.03663744132898529]","[-0.06998264158679969, -0.5265971570648446, -0.2657403569721599]","[-0.1305467637300325, -0.5244360311138306, -0.18543090572966503]","[-0.09836309582812279, -0.5588247298228848, 0.038230389152682266]",2822,15916
7142,"[0.051064327490544896, -0.573430755338435, -0.31454747809047123]","[-0.0648614334153782, -0.6014682620623948, -0.33547142953534737]",,"[-0.011909880379401565, -0.617378122808964, -0.13693685692540508]","[-0.16109137601072693, -0.6474869880673269, 0.06918914575829573]","[-0.24929146384144601, -0.6322777010628426, -0.00781537220211268]","[-0.17269287228414987, -0.6531639448245738, -0.21921789835108393]",2788,5870
7143,"[0.26727853379805927, -0.7703544744663295, 0.24382971364105538]","[0.05897463324638529, -0.4648367194609996, 0.14873065515791045]","[0.33437773666963194, -1.1445648001127147, 0.5881751381698517]",,"[0.09256855151459331, -0.6735137981097741, -0.2550850810928028]","[0.010023454745750261, -0.6886151371182526, -0.18384422352880872]","[-0.00013676090970311862, -0.7416848611651301, 0.04963565437230493]",6585,10759
7144,"[0.4051466230962278, -0.925713208384218, 0.21395926408267424]","[0.2600228035159586, -0.9078243031278695, 0.19090261559510374]","[0.34848129389531046, -0.9108338162510847, 0.33771501770116885]","[0.4058023084097943, -0.9034294758263958, 0.006488130767215487]","[0.3401290160918082, -0.9629586700875852, -0.2176832373412826]",,"[0.22088699566176803, -0.9201010249669369, 0.041018347789116706]",1957,3796
7145,,,"[-0.04442353822616342, -0.5526455025867157, 0.016234494460572745]",,"[-0.08632072529014442, -0.37140072020937714, -0.2066164475136726]",,"[-0.26321326416915763, -0.45727925585596135, 0.008609104919616448]",3164,1983
7146,"[0.3336445570427975, -0.9174667908817072, 0.24097864522344437]",,"[0.7028389369981214, -1.138328303242761, 0.24919732177093049]",,"[-0.01681478595518542, -0.8391940966030252, 0.28743115445931444]","[-0.0043140196874614425, -0.8666598319495744, 0.20122413186277388]",,2559,2713
7147,,"[0.31978478275088673, -0.5976599885041601, -0.29045251962187646]",,,"[0.20428562698529418, -0.6076232945054137, 0.12120688435282428]","[0.1263895589571284, -0.5789529034399267, 0.047982123178713414]","[0.18577473673137315, -0.580626903463531, -0.1932155794520014]",3315,15009
7148,"[0.06435088795879788, -0.6488079456345657, -0.2409009905892164]","[-0.07901442595786001, -0.6279864249774626, -0.23981526161895314]","[0.039255541051363904, -0.6286021016369217, -0.35601083583104]","[0.04857903452838894, -0.6616231468397825, -0.02365130200331996]","[-0.042451499715499344, -0.7050234699953892, 0.2788132904232424]","[-0.15532638494695922, -0.6308345928092854, 0.16583852833689108]","[-0.16041143684940007, -0.6773339866293369, -0.07498747307733263]",3760,12361
7149,"[0.21724481402691984, -0.8510978488176183, 0.24666100530196142]","[0.03047019167858698, -0.8563926251488657, 0.2352592023869044]","[0.1846378921261501, -1.1057934864660763, 0.5430512653015543]",,"[0.12266030670195643, -0.7026052440660906, -0.2993370321540355]","[0.024413488970574302, -0.7101518460042355, -0.2299271778883307]",,6585,10774
7150,,,,"[-0.19789882365763686, -0.7173194548992307, 0.13697903963781993]","[-0.19824353338883807, -0.6860347326305991, -0.16710374378260695]","[-0.3192803888630281, -0.6779696933421295, -0.08630824304699666]",,4592,5405
7151,"[-0.15813288329631725, -0.531387735308442, -0.31806499006909295]",,"[12.703397399394671, 23.096034215134683, 13.075813982980268]",,"[-0.09346004842924881, -0.6999254203783634, 0.26217859310123204]","[-0.18732945496452336, -0.5308297528829947, 0.09983182049987649]",,5240,16191
7152,,"[-0.24793775713140886, -0.6579361480382253, 0.23895626290732735]",,,"[-0.12687685373043847, -0.5684240442495349, -0.23860798515926349]","[-0.2416305528667103, -0.569446609416023, -0.17143182125897388]","[-0.31096292262562597, -0.6373230441392558, 0.04754817349872145]",3760,12246
7153,"[-0.0017371069523042482, -0.5837023623780871, 0.17171013055354128]","[-0.11380774287232996, -0.5338706431402644, 0.17170308867298512]",,"[-0.02677673439823498, -0.5358452044230266, 0.012273432643194367]","[-0.09201863055281874, -0.48854469531054606, -0.17942350509442687]","[-0.1543138967032664, -0.48155181589154716, -0.12772413229344276]","[-0.18120342988123628, -0.5226107268046107, 0.052811601004165355]",1673,15573
7154,"[0.05695841502970546, -0.6873114073505595, 0.10705176824843082]","[-0.08947762450212376, -0.6913865244624068, 0.12255569587326157]","[0.066426490570642, -0.7625398566775613, 0.26960878361672164]","[-0.003110577546424616, -0.66722366475438, -0.11158031991956723]","[-0.05731861071029913, -0.6229728617428789, -0.3526019716233051]","[-0.15046576918156107, -0.5767703851831338, -0.2647863669472854]","[-0.20905148664403136, -0.6795435839272423, -0.05076757592827603]",3746,11536
7155,,,"[0.12775643657076902, 3.3592931997864794, -1.945001687048626]",,,"[0.023111659304060332, -0.20160574701535486, -0.09569607010064188]",,3710,14362
7156,"[-0.026154774869860363, -0.6223652068091454, -0.22663821865985598]","[-0.1615605089519673, -0.6657681848486056, -0.24260427020145925]","[-0.048712014319576856, -0.6092761803022481, -0.3378256357390637]",,"[-0.2352153842153769, -0.6698690079109547, 0.23430551132141209]","[-0.31384770950223584, -0.6327988439036731, 0.12427397950666492]","[-0.27394876428265924, -0.6727425739998887, -0.08877119013687314]",3621,6226
7157,,"[0.06909896706026396, -0.8354799953597782, -0.4373696175222824]","[0.3581913889684415, -0.8275772980329064, -0.49778179813618084]",,"[-0.2217894188355067, -0.8490650928316745, 0.027689050922767248]","[-0.33758956784816485, -0.8072357192329175, -0.0783355499898761]","[-0.13498175442176935, -0.7821478561345457, -0.34159488762401025]",6771,7239
7158,,"[-0.19521675901609253, -0.6086665689689577, -0.20766429370126693]","[-0.07331914442363852, -0.6074194000883435, -0.3185062116133976]","[-0.08149716346377864, -0.6975502008576909, -0.01982225121172961]","[-0.19068437689608023, -0.7039644089703575, 0.2537050425141258]","[-0.27469807409671376, -0.6650280488926359, 0.15461785712199708]","[-0.2896808417457918, -0.6406900906199299, -0.061740091186927394]",3263,13084
7159,"[0.11131490161392635, -0.8332010648098014, 0.2505152239773662]","[-0.05622134417349325, -0.7994544046170492, 0.21862837983093125]","[0.019506079685608302, -1.0425169565879515, 0.5036023297865599]","[0.138211506015073, -0.7882035423039391, -0.029439089860298435]","[0.048041439965804685, -0.7288148542793399, -0.2853187277510113]","[-0.03149420443514603, -0.719137949507221, -0.22324865305664163]",,4124,8823
7160,,"[-0.11530381854929812, -0.7344169736851774, -0.2090073356970973]","[0.05278851501571228, -0.741182511756368, -0.32373927197499397]",,"[-0.23296984559216558, -0.98775456873615, 0.4851137620316882]","[-0.28629853036121217, -0.5993997636017521, 0.20904869811836463]",,6771,7200
7161,,,"[0.3938699637623722, -0.6513592833572456, 0.15254774301484123]","[0.40889752008961705, -0.7613578051640049, -0.0034616427460108217]","[0.12144100101054373, -0.8057033934050222, -0.15789620878445595]","[0.051007665083490014, -0.8041180412832089, -0.06000116483070571]","[0.2289274537199911, -0.6807179554658568, 0.07464680619494814]",2121,2918
7162,,,"[0.1915627464446194, -0.7199215768074217, 0.13238441785501198]","[0.04679083341627596, -0.6436514615635542, -0.17932555639190015]","[-0.19164497060022712, -0.5581011789980468, -0.30757862021144067]",,,2949,9946
7163,"[0.029646626362816134, -0.9175687055717221, 0.2745171143859315]",,"[-0.06537600537842499, -0.8524915664995115, 0.35161776837851744]","[0.11295648281214993, -1.022665856797852, 0.1255673974865455]","[0.11263541607218114, -1.0376668329551522, -0.05959679054115903]","[0.03669734125360714, -1.092714291123219, -0.05787664255068939]","[-0.0905022607329, -0.9983039718951321, 0.09297124126226614]",2559,2617
7164,,,,"[0.5380859940591346, -0.9680918049936724, 0.2599261593304203]","[0.4101520079330901, -1.2160778823225158, 0.01279416483982793]",,"[0.2860093746296708, -1.0067500132972236, 0.36809471952742423]",4480,2183
7165,"[0.05148362580504992, -1.0384824320713468, 0.16894970719856936]",,"[-0.048116185729766475, -1.068583945797044, 0.2939338681811964]","[0.142623125984315, -1.0192789691981532, -0.012274308488521847]","[0.18051891969370398, -0.9724288130336775, -0.29951362646668]","[0.07500554811137802, -0.9470375671798401, -0.24423767332015645]","[-0.056826629802304525, -1.0138325848520116, -0.04316627376552295]",2997,4184
7166,"[0.43418291225330863, -0.7816709780154166, -0.23532489336021956]","[0.27124811943570376, -0.7951598502179749, -0.2204611122859311]","[0.39042585249054595, -0.8214991605389549, -0.32699651735982893]","[0.40647929723089404, -0.6943781171491104, -0.027203829226387328]","[0.20110884272466692, -0.6496602960640989, 0.22043396528368173]","[0.13355421647287946, -0.6455213539560283, 0.10446261215333227]","[0.16433184155258068, -0.7240981545527698, -0.09027627693271366]",5981,1094
7167,,,"[0.36259669000321615, -0.5953807501028828, 0.08721872773203583]",,"[0.17514840658965986, -0.5020965468957433, -0.24111522006565858]","[0.1635800536810155, -0.52049479132282, -0.16899800468549112]",,2949,9848
7168,,,"[0.43313744480537675, -0.6941370778953451, 0.04229738940959479]",,,,,2788,5965
7169,"[-0.05993155015662932, -0.6746795975725853, -0.2228669680247274]","[-0.20715377792844047, -0.6937484716335096, -0.21861959690175994]","[-0.1063245858163367, -0.6800526127289989, -0.3466137208830445]","[-0.054299331425695034, -0.7000666732061896, -0.004591418909392016]","[-0.043116067960534896, -0.7546374638850697, 0.2892010344636337]",,,3746,11477
7170,,"[-0.25505135688253894, -0.6411644507712967, 0.22925465911932635]",,"[-0.1450722326809763, -0.6474270828938478, -0.004739604947611116]","[-0.20847633392635528, -0.5547601989431622, -0.28790640783070803]","[-0.3261627374713926, -0.5508674310072285, -0.21201359703016986]",,4665,11206
7171,"[-0.11462736832859988, -0.6317216262665227, -0.18070071634416038]","[-0.24961324261428727, -0.6216908153150813, -0.18592116709006856]","[-0.13728854320253014, -0.6033549336103586, -0.3022118738400392]","[-0.12146379690640846, -0.6739036501553336, 0.03294975295219715]","[-0.34796444744340715, -0.924278610285228, 0.4239700644365032]","[-0.34344670189666576, -0.6649564079260046, 0.22499771325968787]","[-0.3719958989297524, -0.6955846904634677, -0.022378802764466414]",4860,5150
7172,,"[-0.0468074977975918, -0.5429720469129181, -0.2847556190711005]","[-0.7386429842510481, -8.755563016213703, -4.606744368014884]",,"[0.06976316179064077, -0.6115874355479176, 0.1502789322308147]","[-0.019211232135249008, -0.5682251655628766, 0.061717122029222624]",,2822,15865
7173,"[0.3970825854996925, -0.8756550109888273, -0.4373817210374989]","[0.25959627483229003, -0.9214363863324793, -0.4681212346478082]","[0.44155021222469104, -1.0612443910798008, -0.673826765111642]","[0.368277665050266, -0.9481770848369372, -0.2121980238135032]","[0.1453245343787279, -0.9919286656119913, 0.0608906037204506]",,"[0.14901843876227358, -0.9641175985732319, -0.3214419937800192]",4480,2266
7174,,"[0.08968215696162722, -0.9230271983156505, 0.042753221664999154]",,"[0.294868785468451, -0.829228482804118, 0.15666738193703125]","[0.20656822701604582, -0.6895756489587754, 0.2677455459047635]","[0.07761522534511013, -0.6458119310513261, 0.189378069097766]","[0.032696607708626035, -0.7171776000494754, 0.1170593548256849]",4315,707
7175,"[0.17290115604681713, -0.7889446563287447, -0.2062508729334576]","[-0.051104264085488536, -0.31585340858377825, -0.1569318072890641]","[0.15225687980901198, -0.851296090250839, -0.06883916603677288]",,,,"[-0.01037711474117729, 2.6382641653196064, 0.6483240807274514]",6020,8366
7176,,"[-0.21808133530745244, -0.6667448407932409, 0.23668319209642255]",,,"[-0.08047177656299598, -0.582239582045084, -0.2913149797968528]","[-0.18894037157352497, -0.5775641511427905, -0.22836693309852862]",,6355,14710
7177,,,"[0.2792219119335596, -0.474191142276028, -0.08508147362414092]",,"[0.45843299758190054, -1.1725120996848564, 0.0679638783411426]","[0.2593982324102931, -0.9080251661934892, -0.052763093642859006]",,2773,1567
7178,,,,,"[0.37356985664708486, -0.7863735622926793, 0.3048122715150268]",,,2748,4647
7179,"[0.1287696625982819, -0.7314350532639566, 0.19219374708666637]","[-0.03251586938259278, -0.7053550080902088, 0.19293904325928685]","[0.11217051219634178, -0.8443451914295351, 0.3827610544148384]","[0.10120021693846369, -0.640864541450435, -0.04394063364994393]","[-0.001470541824652151, -0.5865901749470884, -0.3190983008936528]","[-0.09939918639244871, -0.5736674918646837, -0.24021760296024416]","[-0.1379070528483503, -0.661123731474963, 0.011244350135389455]",4665,11176
7180,"[-0.09578091936759914, -0.6971905007050847, -0.06094597048282194]","[-0.24954239407986173, -0.7240945405110376, -0.10206845889621348]","[-0.035412376952401466, -0.736442626319582, -0.18343294433765947]","[-0.29110466680469527, -0.6958041208796876, 0.15454841285445456]",,,,5002,13846
